,Geographic area,City_x,share_white,share_black,share_native_american,share_asian,share_hispanic,city,Geographic Area_x,City_y,Median Income,Geographic Area_y,City_x,poverty_rate,Geographic Area,City_y,percent_completed_hs
27527,WA,Canterwood CDP,87.9,0.9,1,5.4,3.3,WA-Canterwood CDP,WA,Canterwood CDP,126417,WA,Canterwood CDP,0.4,WA,Canterwood CDP,98.8
27528,WA,Canyon Creek CDP,92.5,0.4,0.8,0.9,4.6,WA-Canyon Creek CDP,WA,Canyon Creek CDP,64435,WA,Canyon Creek CDP,4.5,WA,Canyon Creek CDP,91.1
27529,WA,Carbonado town,93.1,0.7,1,1.1,4.8,WA-Carbonado town,WA,Carbonado town,63036,WA,Carbonado town,11.5,WA,Carbonado town,90.3
27530,WA,Carlsborg CDP,92.7,0.3,0.8,2.2,3.4,WA-Carlsborg CDP,WA,Carlsborg CDP,29375,WA,Carlsborg CDP,13.5,WA,Carlsborg CDP,100
27531,WA,Carnation city,85.8,0.9,1,3.1,12.7,WA-Carnation city,WA,Carnation city,73611,WA,Carnation city,6.2,WA,Carnation city,85.7
27532,WA,Carson CDP,90,0.5,2.1,0.5,7,WA-Carson CDP,WA,Carson CDP,35727,WA,Carson CDP,17.6,WA,Carson CDP,92.2
27533,WA,Cascade Valley CDP,82.1,1.9,1.6,0.6,19.4,WA-Cascade Valley CDP,WA,Cascade Valley CDP,32188,WA,Cascade Valley CDP,19,WA,Cascade Valley CDP,85.1
27534,WA,Cashmere city,77,0.3,1,0.5,28.4,WA-Cashmere city,WA,Cashmere city,52461,WA,Cashmere city,10.2,WA,Cashmere city,84.9
27535,WA,Castle Rock city,91.4,0.1,2.2,0.2,4.9,WA-Castle Rock city,WA,Castle Rock city,41585,WA,Castle Rock city,13.3,WA,Castle Rock city,88
27536,WA,Cathcart CDP,95.1,0.4,0.3,1.4,3.8,WA-Cathcart CDP,WA,Cathcart CDP,82222,WA,Cathcart CDP,8.2,WA,Cathcart CDP,96.7
27537,WA,Cathlamet town,94.7,0.2,0.9,1.1,3.4,WA-Cathlamet town,WA,Cathlamet town,39643,WA,Cathlamet town,17.8,WA,Cathlamet town,88.9
27538,WA,Cavalero CDP,90.3,1.1,0.8,2.9,5.2,WA-Cavalero CDP,WA,Cavalero CDP,98450,WA,Cavalero CDP,1.1,WA,Cavalero CDP,95.2
27539,WA,Centerville CDP,90.2,0,5.4,0,1.8,WA-Centerville CDP,WA,Centerville CDP,58750,WA,Centerville CDP,22.8,WA,Centerville CDP,91.1
27540,WA,Central Park CDP,89.8,0.2,2.2,1.6,5.8,WA-Central Park CDP,WA,Central Park CDP,49107,WA,Central Park CDP,11.5,WA,Central Park CDP,93.1
27541,WA,Centralia city,85.1,0.6,1.4,1,16.1,WA-Centralia city,WA,Centralia city,37100,WA,Centralia city,24,WA,Centralia city,81.1
27542,WA,Chain Lake CDP,93,0.4,0.9,0.9,4.3,WA-Chain Lake CDP,WA,Chain Lake CDP,92375,WA,Chain Lake CDP,2.8,WA,Chain Lake CDP,94.4
27543,WA,Chehalis city,87,1.7,1.3,1.3,11.6,WA-Chehalis city,WA,Chehalis city,34379,WA,Chehalis city,20.1,WA,Chehalis city,86.5
27544,WA,Chelan Falls CDP,55.9,0,0.6,0.3,51.4,WA-Chelan Falls CDP,WA,Chelan Falls CDP,(X),WA,Chelan Falls CDP,23.1,WA,Chelan Falls CDP,88.2
27545,WA,Chelan city,80.1,0.4,1.4,0.9,24.2,WA-Chelan city,WA,Chelan city,49905,WA,Chelan city,17.7,WA,Chelan city,86.5
27546,WA,Cheney city,81.7,4,1.3,4,9.3,WA-Cheney city,WA,Cheney city,27600,WA,Cheney city,40.1,WA,Cheney city,94.7
27547,WA,Cherry Grove CDP,94,0,1.3,0.5,3.5,WA-Cherry Grove CDP,WA,Cherry Grove CDP,113750,WA,Cherry Grove CDP,1.2,WA,Cherry Grove CDP,99.1
27548,WA,Chewelah city,93.1,0.2,1.7,0.5,2.8,WA-Chewelah city,WA,Chewelah city,29316,WA,Chewelah city,22.6,WA,Chewelah city,89.4
27549,WA,Chico CDP,82,3,0.4,8.2,4.9,WA-Chico CDP,WA,Chico CDP,107361,WA,Chico CDP,4.2,WA,Chico CDP,97.7
27550,WA,Chinook CDP,89.9,0,2.4,0.4,4.5,WA-Chinook CDP,WA,Chinook CDP,51538,WA,Chinook CDP,0,WA,Chinook CDP,100
27551,WA,Clallam Bay CDP,73.3,0.3,14.3,1.1,12.4,WA-Clallam Bay CDP,WA,Clallam Bay CDP,(X),WA,Clallam Bay CDP,49.7,WA,Clallam Bay CDP,90.3
27552,WA,Clarkston Heights-Vineland CDP,96.3,0.2,0.8,0.5,2.2,WA-Clarkston Heights-Vineland CDP,WA,Clarkston Heights-Vineland CDP,63309,WA,Clarkston Heights-Vineland CDP,9.3,WA,Clarkston Heights-Vineland CDP,93.6
27553,WA,Clarkston city,92.1,0.7,2.1,0.7,4,WA-Clarkston city,WA,Clarkston city,32042,WA,Clarkston city,20.6,WA,Clarkston city,84.4
27554,WA,Clayton CDP,93,0.2,1.8,0.2,2.3,WA-Clayton CDP,WA,Clayton CDP,25150,WA,Clayton CDP,50,WA,Clayton CDP,88.8
27555,WA,Cle Elum city,92.1,0.4,0.7,1,5.8,WA-Cle Elum city,WA,Cle Elum city,45324,WA,Cle Elum city,21.8,WA,Cle Elum city,90.6
27556,WA,Clear Lake CDP (Pierce County),92.2,0.4,0.8,0.8,3.2,WA-Clear Lake CDP (Pierce County),WA,Clear Lake CDP (Pierce County),60375,WA,Clear Lake CDP (Pierce County),2.2,WA,Clear Lake CDP (Pierce County),78.3
27557,WA,Clear Lake CDP (Skagit County),90.3,0.7,0.8,0.3,6.7,WA-Clear Lake CDP (Skagit County),WA,Clear Lake CDP (Skagit County),68542,WA,Clear Lake CDP (Skagit County),13.9,WA,Clear Lake CDP (Skagit County),91.1
27558,WA,Clearview CDP,91.3,0.3,0.6,2.7,5.7,WA-Clearview CDP,WA,Clearview CDP,100395,WA,Clearview CDP,11.4,WA,Clearview CDP,90.1
27559,WA,Cliffdell CDP,100,0,0,0,1,WA-Cliffdell CDP,WA,Cliffdell CDP,(X),WA,Cliffdell CDP,3.6,WA,Cliffdell CDP,99.1
27560,WA,Clinton CDP,91.6,1,1.2,1.6,3.8,WA-Clinton CDP,WA,Clinton CDP,53875,WA,Clinton CDP,0.9,WA,Clinton CDP,94.3
27561,WA,Clover Creek CDP,76.4,5.6,1.1,5.4,7.8,WA-Clover Creek CDP,WA,Clover Creek CDP,59848,WA,Clover Creek CDP,10.7,WA,Clover Creek CDP,91.4
27562,WA,Clyde Hill city,84.3,0.6,0.2,12.1,2.3,WA-Clyde Hill city,WA,Clyde Hill city,180568,WA,Clyde Hill city,1.7,WA,Clyde Hill city,97.2
27563,WA,Cohassett Beach CDP,89.3,0.4,2.1,0.6,8.9,WA-Cohassett Beach CDP,WA,Cohassett Beach CDP,34083,WA,Cohassett Beach CDP,40.2,WA,Cohassett Beach CDP,94.3
27564,WA,Colfax city,95.6,0.5,0.4,1.5,2.8,WA-Colfax city,WA,Colfax city,46114,WA,Colfax city,19.3,WA,Colfax city,92.4
27565,WA,College Place city,85.7,1.6,0.7,1.9,18.5,WA-College Place city,WA,College Place city,42704,WA,College Place city,17.2,WA,College Place city,89.7
27566,WA,Colton town,95.5,0,0.2,0.7,3.1,WA-Colton town,WA,Colton town,57279,WA,Colton town,0.9,WA,Colton town,98.3
27567,WA,Colville city,92.4,0.1,2.1,0.9,3.8,WA-Colville city,WA,Colville city,34242,WA,Colville city,21.7,WA,Colville city,87.4
27568,WA,Conconully town,91,0.5,2.4,0.5,5.7,WA-Conconully town,WA,Conconully town,24750,WA,Conconully town,19.8,WA,Conconully town,88.7
27569,WA,Concrete town,91.5,0.3,2,0.4,5.5,WA-Concrete town,WA,Concrete town,31000,WA,Concrete town,31.9,WA,Concrete town,84.3
27570,WA,Connell city,73.4,6.4,1.9,2.7,39.3,WA-Connell city,WA,Connell city,49577,WA,Connell city,26.8,WA,Connell city,78.8
27571,WA,Conway CDP,83.5,0,0,1.1,18.7,WA-Conway CDP,WA,Conway CDP,-,WA,Conway CDP,0,WA,Conway CDP,100
27572,WA,Copalis Beach CDP,88,0.7,5.3,0.7,2.2,WA-Copalis Beach CDP,WA,Copalis Beach CDP,(X),WA,Copalis Beach CDP,21.1,WA,Copalis Beach CDP,66.9
27573,WA,Cosmopolis city,88.5,0.1,1.6,3,6.1,WA-Cosmopolis city,WA,Cosmopolis city,58304,WA,Cosmopolis city,9.2,WA,Cosmopolis city,93.2
27574,WA,Cottage Lake CDP,89.1,0.7,0.4,5.3,3.6,WA-Cottage Lake CDP,WA,Cottage Lake CDP,135291,WA,Cottage Lake CDP,2.8,WA,Cottage Lake CDP,98.2
27575,WA,Coulee City town,91.3,0,2.1,0.2,3.4,WA-Coulee City town,WA,Coulee City town,43929,WA,Coulee City town,19.6,WA,Coulee City town,89.4
27576,WA,Coulee Dam town,55,0.5,35.5,0.7,6.7,WA-Coulee Dam town,WA,Coulee Dam town,51250,WA,Coulee Dam town,13.9,WA,Coulee Dam town,91.8
27577,WA,Country Homes CDP,90.1,1.6,1.6,2,4.9,WA-Country Homes CDP,WA,Country Homes CDP,49044,WA,Country Homes CDP,20.7,WA,Country Homes CDP,94.5
27578,WA,Coupeville town,87.2,1.6,0.6,1.9,9,WA-Coupeville town,WA,Coupeville town,44417,WA,Coupeville town,14.4,WA,Coupeville town,94.2
27579,WA,Covington city,76.1,4.2,0.8,8.5,9.3,WA-Covington city,WA,Covington city,87811,WA,Covington city,8.2,WA,Covington city,92.5
27580,WA,Cowiche CDP,80.4,0,0.2,0.5,67.8,WA-Cowiche CDP,WA,Cowiche CDP,36000,WA,Cowiche CDP,49.2,WA,Cowiche CDP,33.7
27581,WA,Creston town,94.5,0,1.7,0.4,0,WA-Creston town,WA,Creston town,32386,WA,Creston town,11,WA,Creston town,85.4
27582,WA,Crocker CDP,92.7,0.4,1.1,1,4.2,WA-Crocker CDP,WA,Crocker CDP,80114,WA,Crocker CDP,9.8,WA,Crocker CDP,88.4
27583,WA,Curlew CDP,96.6,0,0,0,3.4,WA-Curlew CDP,WA,Curlew CDP,28000,WA,Curlew CDP,44.2,WA,Curlew CDP,77.4
27584,WA,Curlew Lake CDP,92.4,1.1,1.1,0,4.5,WA-Curlew Lake CDP,WA,Curlew Lake CDP,52054,WA,Curlew Lake CDP,4.3,WA,Curlew Lake CDP,85.3
27585,WA,Cusick town,73.4,2.4,19.8,0,3.4,WA-Cusick town,WA,Cusick town,(X),WA,Cusick town,48.1,WA,Cusick town,84.2
27586,WA,Custer CDP,89.3,0.5,0.3,1.9,8.7,WA-Custer CDP,WA,Custer CDP,70625,WA,Custer CDP,0,WA,Custer CDP,87.6
27587,WA,Dallesport CDP,91,0.1,3.2,1.2,5.7,WA-Dallesport CDP,WA,Dallesport CDP,40357,WA,Dallesport CDP,6,WA,Dallesport CDP,94
27588,WA,Danville CDP,94.1,0,0,0,0,WA-Danville CDP,WA,Danville CDP,(X),WA,Danville CDP,15.6,WA,Danville CDP,100
27589,WA,Darrington town,92.4,0,2.4,0.4,3.2,WA-Darrington town,WA,Darrington town,44583,WA,Darrington town,20.9,WA,Darrington town,85.3
27590,WA,Dash Point CDP,80.1,1.7,1.3,8.7,3.5,WA-Dash Point CDP,WA,Dash Point CDP,102083,WA,Dash Point CDP,6.7,WA,Dash Point CDP,97.7
27591,WA,Davenport city,95.3,0.1,1.2,0.1,2.7,WA-Davenport city,WA,Davenport city,46736,WA,Davenport city,19,WA,Davenport city,93.3
27592,WA,Dayton city,91.6,0.4,1.9,0.6,7.1,WA-Dayton city,WA,Dayton city,37121,WA,Dayton city,14.6,WA,Dayton city,89.2
27593,WA,Deep River CDP,95.1,0,0.5,0,1.5,WA-Deep River CDP,WA,Deep River CDP,34539,WA,Deep River CDP,19.2,WA,Deep River CDP,91.8
27594,WA,Deer Park city,92.6,0.4,1.5,0.2,3.8,WA-Deer Park city,WA,Deer Park city,40417,WA,Deer Park city,16.6,WA,Deer Park city,91.8
27595,WA,Deming CDP,93.2,0.8,2,0.8,3.4,WA-Deming CDP,WA,Deming CDP,32361,WA,Deming CDP,26,WA,Deming CDP,61
27596,WA,Des Moines city,63.5,9.1,1.1,10.7,15.2,WA-Des Moines city,WA,Des Moines city,58057,WA,Des Moines city,13.7,WA,Des Moines city,85.3
27597,WA,Desert Aire CDP,72.8,0.6,0.9,0.1,51.3,WA-Desert Aire CDP,WA,Desert Aire CDP,50192,WA,Desert Aire CDP,19.4,WA,Desert Aire CDP,59.7
27598,WA,Disautel CDP,10.3,0,84.6,0,1.3,WA-Disautel CDP,WA,Disautel CDP,-,WA,Disautel CDP,77.8,WA,Disautel CDP,48.1
27599,WA,Dixie CDP,93.9,0,2,0,6.1,WA-Dixie CDP,WA,Dixie CDP,50536,WA,Dixie CDP,20.5,WA,Dixie CDP,84.3
27600,WA,Dollars Corner CDP,92.2,0.2,1.1,1.9,5.8,WA-Dollars Corner CDP,WA,Dollars Corner CDP,74276,WA,Dollars Corner CDP,4.3,WA,Dollars Corner CDP,97
27601,WA,Donald CDP,61.5,0,7.7,5.5,36.3,WA-Donald CDP,WA,Donald CDP,-,WA,Donald CDP,-,WA,Donald CDP,-
27602,WA,DuPont city,68.7,8.1,0.5,10.2,9.7,WA-DuPont city,WA,DuPont city,74971,WA,DuPont city,6.3,WA,DuPont city,98.2
27603,WA,Duluth CDP,92.2,0.6,0.8,1.9,5.6,WA-Duluth CDP,WA,Duluth CDP,87132,WA,Duluth CDP,5,WA,Duluth CDP,90.4
27604,WA,Duvall city,89.7,0.4,0.5,2.7,7.7,WA-Duvall city,WA,Duvall city,117674,WA,Duvall city,7.5,WA,Duvall city,96.8
27605,WA,East Cathlamet CDP,95.5,0.2,1.8,0.2,1.8,WA-East Cathlamet CDP,WA,East Cathlamet CDP,50294,WA,East Cathlamet CDP,10.2,WA,East Cathlamet CDP,90.4
27606,WA,East Hill-Meridian CDP,57,7.8,0.6,23.5,9,WA-East Hill-Meridian CDP,,,,,,,,,
27607,WA,East Port Orchard CDP,81.6,2,0.9,6,7.6,WA-East Port Orchard CDP,WA,East Port Orchard CDP,55824,WA,East Port Orchard CDP,13.8,WA,East Port Orchard CDP,91.6
27608,WA,East Renton Highlands CDP,86.3,1.4,0.7,4.6,6.5,WA-East Renton Highlands CDP,WA,East Renton Highlands CDP,91382,WA,East Renton Highlands CDP,4.4,WA,East Renton Highlands CDP,92.8
27609,WA,East Wenatchee city,80.1,0.3,1.2,0.9,23.4,WA-East Wenatchee city,WA,East Wenatchee city,53206,WA,East Wenatchee city,16.9,WA,East Wenatchee city,81.4
27610,WA,Eastgate CDP,65.6,2.3,0.2,24.3,5,WA-Eastgate CDP,,,,,,,,,
27611,WA,Eastmont CDP,79.8,2.2,0.6,10.4,6.3,WA-Eastmont CDP,WA,Eastmont CDP,91444,WA,Eastmont CDP,4.9,WA,Eastmont CDP,93
27612,WA,Easton CDP,84.5,0.2,1.5,0,16.1,WA-Easton CDP,WA,Easton CDP,60962,WA,Easton CDP,3.5,WA,Easton CDP,91.4
27613,WA,Eatonville town,90.1,0.5,1.1,0.9,5.9,WA-Eatonville town,WA,Eatonville town,59306,WA,Eatonville town,8.5,WA,Eatonville town,93.3
27614,WA,Edgewood city,90.4,1,0.9,2.5,4.4,WA-Edgewood city,WA,Edgewood city,80264,WA,Edgewood city,6.3,WA,Edgewood city,95.3
27615,WA,Edison CDP,95.5,2.3,0,0,0,WA-Edison CDP,WA,Edison CDP,(X),WA,Edison CDP,0,WA,Edison CDP,74.5
27616,WA,Edmonds city,83.4,2.6,0.7,7.1,5.3,WA-Edmonds city,WA,Edmonds city,75044,WA,Edmonds city,8.3,WA,Edmonds city,95.8
27617,WA,Elbe CDP,96.6,0,0,0,0,WA-Elbe CDP,WA,Elbe CDP,-,WA,Elbe CDP,-,WA,Elbe CDP,-
27618,WA,Electric City city,86,0.5,5.2,0.4,4,WA-Electric City city,WA,Electric City city,63977,WA,Electric City city,2.6,WA,Electric City city,92.7
27619,WA,Elk Plain CDP,78.7,4.6,1.2,3.6,6.9,WA-Elk Plain CDP,WA,Elk Plain CDP,64769,WA,Elk Plain CDP,9.4,WA,Elk Plain CDP,91.1
27620,WA,Ellensburg city,85.7,1.5,1,3.2,9.7,WA-Ellensburg city,WA,Ellensburg city,29952,WA,Ellensburg city,38.5,WA,Ellensburg city,91.1
27621,WA,Elma city,85.8,1,2.6,2.1,6.6,WA-Elma city,WA,Elma city,27031,WA,Elma city,25.7,WA,Elma city,93.3
27622,WA,Elmer City town,47.9,0.8,28.6,2.1,3.4,WA-Elmer City town,WA,Elmer City town,43438,WA,Elmer City town,15.9,WA,Elmer City town,89.2
27623,WA,Endicott town,96.2,0,3.1,0,1.7,WA-Endicott town,WA,Endicott town,33750,WA,Endicott town,20.5,WA,Endicott town,91.3
27624,WA,Enetai CDP,80.5,4.3,1.2,4.9,4.1,WA-Enetai CDP,WA,Enetai CDP,57333,WA,Enetai CDP,11,WA,Enetai CDP,92.7
27625,WA,Entiat city,81.5,0.4,0.4,0.2,20.7,WA-Entiat city,WA,Entiat city,43417,WA,Entiat city,13.9,WA,Entiat city,89.4
27626,WA,Enumclaw city,91.8,0.5,1,0.9,6.6,WA-Enumclaw city,WA,Enumclaw city,54325,WA,Enumclaw city,13.8,WA,Enumclaw city,86.5
27627,WA,Ephrata city,84.1,0.8,1.1,1.3,16.7,WA-Ephrata city,WA,Ephrata city,54737,WA,Ephrata city,15.7,WA,Ephrata city,84
27628,WA,Erlands Point-Kitsap Lake CDP,82.7,2.9,2,3.5,7.7,WA-Erlands Point-Kitsap Lake CDP,WA,Erlands Point-Kitsap Lake CDP,56118,WA,Erlands Point-Kitsap Lake CDP,5.2,WA,Erlands Point-Kitsap Lake CDP,92.8
27629,WA,Eschbach CDP,82.4,0,0,0.7,22.7,WA-Eschbach CDP,WA,Eschbach CDP,39861,WA,Eschbach CDP,52,WA,Eschbach CDP,100
27630,WA,Esperance CDP,78.4,2.8,1,11.4,5.1,WA-Esperance CDP,WA,Esperance CDP,68722,WA,Esperance CDP,5.2,WA,Esperance CDP,92.5
27631,WA,Everett city,74.6,4.1,1.4,7.8,14.2,WA-Everett city,WA,Everett city,49578,WA,Everett city,17.6,WA,Everett city,88.1
27632,WA,Everson city,75.3,0.3,2.5,0.7,28.9,WA-Everson city,WA,Everson city,54500,WA,Everson city,16,WA,Everson city,77.2
27633,WA,Fairchild AFB CDP,80.5,5.2,0.9,3.2,10.8,WA-Fairchild AFB CDP,WA,Fairchild AFB CDP,54514,WA,Fairchild AFB CDP,5.7,WA,Fairchild AFB CDP,97.1
27634,WA,Fairfield town,96.1,0.3,1.1,0.2,1.5,WA-Fairfield town,WA,Fairfield town,34821,WA,Fairfield town,15.6,WA,Fairfield town,94.9
27635,WA,Fairwood CDP (King County),65.3,7.4,0.5,17.6,6.5,WA-Fairwood CDP (King County),WA,Fairwood CDP (King County),93490,WA,Fairwood CDP (King County),5.4,WA,Fairwood CDP (King County),94.4
27636,WA,Fairwood CDP (Spokane County),91.3,1,1.4,2,3.2,WA-Fairwood CDP (Spokane County),WA,Fairwood CDP (Spokane County),59276,WA,Fairwood CDP (Spokane County),10.9,WA,Fairwood CDP (Spokane County),99.2
27637,WA,Fall City CDP,91.9,0.2,1,1,5.7,WA-Fall City CDP,WA,Fall City CDP,74744,WA,Fall City CDP,6.8,WA,Fall City CDP,96.7
27638,WA,Farmington town,97.3,0,2.7,0,2.1,WA-Farmington town,WA,Farmington town,52250,WA,Farmington town,2.9,WA,Farmington town,94.1
27639,WA,Federal Way city,57.5,9.7,0.9,14.2,16.2,WA-Federal Way city,WA,Federal Way city,55673,WA,Federal Way city,15.4,WA,Federal Way city,89.9
27640,WA,Felida CDP,89.9,1.2,0.6,3.9,3.8,WA-Felida CDP,WA,Felida CDP,96000,WA,Felida CDP,4,WA,Felida CDP,97.8
27641,WA,Fern Prairie CDP,95.3,0.1,1,1.1,3.1,WA-Fern Prairie CDP,WA,Fern Prairie CDP,80919,WA,Fern Prairie CDP,3.8,WA,Fern Prairie CDP,85.5
27642,WA,Ferndale city,83.1,1,2.6,3.6,12,WA-Ferndale city,WA,Ferndale city,51875,WA,Ferndale city,15.6,WA,Ferndale city,88.1
27643,WA,Fife Heights CDP,79,3.9,2.3,6.7,6.2,WA-Fife Heights CDP,WA,Fife Heights CDP,74010,WA,Fife Heights CDP,6.6,WA,Fife Heights CDP,94.6
27644,WA,Fife city,55.2,8.2,3,15.5,17.4,WA-Fife city,WA,Fife city,55603,WA,Fife city,14.8,WA,Fife city,88.8
27645,WA,Finley CDP,83.1,0.3,1.5,0.6,20.5,WA-Finley CDP,WA,Finley CDP,70146,WA,Finley CDP,5.9,WA,Finley CDP,80
27646,WA,Fircrest city,78.9,7,0.7,5.1,4.6,WA-Fircrest city,WA,Fircrest city,61398,WA,Fircrest city,6.7,WA,Fircrest city,96.2
27647,WA,Five Corners CDP,84,1.9,0.8,5,7.8,WA-Five Corners CDP,WA,Five Corners CDP,63521,WA,Five Corners CDP,12.4,WA,Five Corners CDP,89.7
27648,WA,Fobes Hill CDP,95,0.2,0.7,1,2.3,WA-Fobes Hill CDP,WA,Fobes Hill CDP,73050,WA,Fobes Hill CDP,9.6,WA,Fobes Hill CDP,95.2
27649,WA,Fords Prairie CDP,90.4,0.5,1.2,1.9,6.5,WA-Fords Prairie CDP,WA,Fords Prairie CDP,53103,WA,Fords Prairie CDP,10.3,WA,Fords Prairie CDP,85.1
27650,WA,Forks city,67.7,0.5,6.6,1.2,25.9,WA-Forks city,WA,Forks city,34269,WA,Forks city,21.6,WA,Forks city,89.2
27651,WA,Fort Lewis CDP,68.2,11.3,1.5,3,16.3,WA-Fort Lewis CDP,WA,Fort Lewis CDP,44097,WA,Fort Lewis CDP,12.1,WA,Fort Lewis CDP,98.3
27652,WA,Four Lakes CDP,92.4,0.2,1.2,1.2,2.1,WA-Four Lakes CDP,WA,Four Lakes CDP,67727,WA,Four Lakes CDP,0,WA,Four Lakes CDP,97.2
27653,WA,Fox Island CDP,93.4,0.7,0.8,1.3,3.2,WA-Fox Island CDP,WA,Fox Island CDP,95208,WA,Fox Island CDP,5.1,WA,Fox Island CDP,98.7
27654,WA,Frederickson CDP,72.8,7.3,1.1,5.6,8.9,WA-Frederickson CDP,WA,Frederickson CDP,69032,WA,Frederickson CDP,10.5,WA,Frederickson CDP,92.1
27655,WA,Freeland CDP,92.3,0.9,0.8,1.7,2.9,WA-Freeland CDP,WA,Freeland CDP,44375,WA,Freeland CDP,12.3,WA,Freeland CDP,89.9
27656,WA,Friday Harbor town,83.1,0.3,0.5,2,15.9,WA-Friday Harbor town,WA,Friday Harbor town,44036,WA,Friday Harbor town,12.5,WA,Friday Harbor town,90.6
27657,WA,Garfield town,97.3,0.2,0.2,0,2.3,WA-Garfield town,WA,Garfield town,41364,WA,Garfield town,9.4,WA,Garfield town,93.7
27658,WA,Garrett CDP,91.1,1.1,0.5,0.8,10.2,WA-Garrett CDP,WA,Garrett CDP,47328,WA,Garrett CDP,16,WA,Garrett CDP,88.1
27659,WA,Geneva CDP,92.7,0.9,0.8,1.9,4.2,WA-Geneva CDP,WA,Geneva CDP,81766,WA,Geneva CDP,6.3,WA,Geneva CDP,97.3
27660,WA,George city,38.1,0,1.4,0,75,WA-George city,WA,George city,43000,WA,George city,23.5,WA,George city,29.1
27661,WA,Gig Harbor city,90.2,1.2,0.6,2.4,5.8,WA-Gig Harbor city,WA,Gig Harbor city,65365,WA,Gig Harbor city,6.9,WA,Gig Harbor city,96.1
27662,WA,Glacier CDP,96.2,0,0,0,2.4,WA-Glacier CDP,WA,Glacier CDP,(X),WA,Glacier CDP,56.2,WA,Glacier CDP,100
27663,WA,Gleed CDP,90.3,0.3,0.5,0.6,12.1,WA-Gleed CDP,WA,Gleed CDP,60116,WA,Gleed CDP,18.2,WA,Gleed CDP,80.4
27664,,,,,,,,WA-Glenwood CDP,WA,Glenwood CDP,55000,WA,Glenwood CDP,7.7,WA,Glenwood CDP,94.2
27665,WA,Gold Bar city,85.1,0.6,0.7,1,10.1,WA-Gold Bar city,WA,Gold Bar city,58516,WA,Gold Bar city,13.7,WA,Gold Bar city,84.1
27666,WA,Goldendale city,88.3,0.4,4.1,0.5,8.4,WA-Goldendale city,WA,Goldendale city,31292,WA,Goldendale city,24.1,WA,Goldendale city,92
27667,WA,Gorst CDP,83.8,0.2,1.7,2.5,8.1,WA-Gorst CDP,WA,Gorst CDP,39519,WA,Gorst CDP,39.7,WA,Gorst CDP,75.1
27668,WA,Graham CDP,82.6,4,1.2,2.8,6.3,WA-Graham CDP,WA,Graham CDP,74107,WA,Graham CDP,5.1,WA,Graham CDP,94.5
27669,WA,Grand Coulee city,76.5,1.1,14.2,0.8,8.9,WA-Grand Coulee city,WA,Grand Coulee city,31667,WA,Grand Coulee city,22,WA,Grand Coulee city,88.2
27670,WA,Grand Mound CDP,81.8,0.7,2.1,1.1,16.1,WA-Grand Mound CDP,WA,Grand Mound CDP,58529,WA,Grand Mound CDP,31,WA,Grand Mound CDP,85.6
27671,WA,Grandview city,55.2,0.9,0.6,0.5,79.7,WA-Grandview city,WA,Grandview city,38990,WA,Grandview city,23.2,WA,Grandview city,58.3
27672,WA,Granger city,48.6,0.4,1.7,0.5,88.2,WA-Granger city,WA,Granger city,38816,WA,Granger city,33,WA,Granger city,49.7
27673,WA,Granite Falls city,87.6,0.7,1.2,1.5,7.5,WA-Granite Falls city,WA,Granite Falls city,58490,WA,Granite Falls city,7.1,WA,Granite Falls city,91.8
27674,WA,Grapeview CDP,93.4,0.2,0.1,1.6,2.2,WA-Grapeview CDP,WA,Grapeview CDP,62560,WA,Grapeview CDP,25.5,WA,Grapeview CDP,90.1
27675,WA,Grayland CDP,91.4,0.3,2.9,1.2,4.2,WA-Grayland CDP,WA,Grayland CDP,25938,WA,Grayland CDP,30.9,WA,Grayland CDP,93
27676,WA,Grays River CDP,94.3,0.4,0.4,1.1,2.7,WA-Grays River CDP,WA,Grays River CDP,31875,WA,Grays River CDP,18.8,WA,Grays River CDP,87.2
27677,WA,Green Bluff CDP,96.2,0,0.8,0.7,4.1,WA-Green Bluff CDP,WA,Green Bluff CDP,121036,WA,Green Bluff CDP,5.4,WA,Green Bluff CDP,86.7
27678,WA,Greenwater CDP,97,0,0,3,0,WA-Greenwater CDP,WA,Greenwater CDP,(X),WA,Greenwater CDP,44,WA,Greenwater CDP,100
27679,WA,Hamilton town,90.4,0,2,0,4.3,WA-Hamilton town,WA,Hamilton town,39000,WA,Hamilton town,39.6,WA,Hamilton town,67.8
27680,WA,Hansville CDP,92.8,0.5,1.7,1.4,2.3,WA-Hansville CDP,WA,Hansville CDP,61442,WA,Hansville CDP,3.8,WA,Hansville CDP,97.6
27681,WA,Harrah town,24.6,0.5,21.3,0.2,55.4,WA-Harrah town,WA,Harrah town,48269,WA,Harrah town,23.7,WA,Harrah town,60.6
27682,WA,Harrington city,92.7,0.9,3.5,0,2.8,WA-Harrington city,WA,Harrington city,39583,WA,Harrington city,21.1,WA,Harrington city,91.6
27683,WA,Hartline town,90.7,0.7,0,1.3,11.9,WA-Hartline town,WA,Hartline town,37083,WA,Hartline town,25.2,WA,Hartline town,96.7
27684,WA,Hat Island CDP,97.6,0,2.4,0,0,WA-Hat Island CDP,WA,Hat Island CDP,-,WA,Hat Island CDP,-,WA,Hat Island CDP,-
27685,WA,Hatton town,51.5,0,5,0,49.5,WA-Hatton town,WA,Hatton town,26406,WA,Hatton town,12.2,WA,Hatton town,72.2
